0:00:18.467707,0
0:00:18.662664,1
0:00:20.205014,2
0:00:20.355576,3
0:00:20.444558,4
0:00:20.495641,5
0:00:20.590805,6
0:00:20.671940,7
0:00:21.108944,8
0:00:21.155937,9
0:00:21.183913,10
0:00:21.211058,11
0:00:21.384902,12
0:00:21.434253,13
0:00:21.442810,14
0:00:21.448890,15
0:00:21.576555,16
0:00:21.604578,17
0:00:21.789707,18
0:00:21.921573,19
0:00:22.097018,20
0:00:22.124464,21
0:00:22.166975,22
0:00:22.277871,23
0:00:22.349189,24
0:00:22.400031,25
0:00:22.473386,26
0:00:22.514473,27
0:00:22.652036,28
0:00:22.675585,29
0:00:22.693683,30
0:00:22.763362,31
0:00:22.854190,32
0:00:22.873004,33
0:00:22.877393,34
0:00:22.909024,35
0:00:22.968696,36
0:00:23.132454,37
0:00:23.176708,38
0:00:23.224173,39
0:00:23.268701,40
0:00:23.347503,41
0:00:23.347713,42
0:00:23.377095,43
0:00:23.455784,44
0:00:23.560738,45
0:00:23.590516,46
0:00:23.662090,47
0:00:23.662488,48
0:00:23.691026,49
0:00:23.741925,50
0:00:23.774096,51
0:00:23.789265,52
0:00:23.870576,53
0:00:23.887374,54
0:00:24.032021,55
0:00:24.073319,56
0:00:24.092563,57
0:00:24.111069,58
0:00:24.141444,59
0:00:24.180252,60
0:00:24.240873,61
0:00:24.245319,62
0:00:24.317226,63
0:00:24.332291,64
0:00:24.337400,65
0:00:24.345387,66
0:00:24.377951,67
0:00:24.512515,68
0:00:24.520049,69
0:00:24.520413,70
0:00:24.547574,71
0:00:24.563387,72
0:00:24.669227,73
0:00:24.721285,74
0:00:24.734162,75
0:00:24.742694,76
0:00:24.767122,77
0:00:24.805941,78
0:00:24.814117,79
0:00:24.831695,80
0:00:24.914897,81
0:00:24.927960,82
0:00:25.122067,83
0:00:25.130339,84
0:00:25.157954,85
0:00:25.270982,86
0:00:25.299514,87
0:00:25.466065,88
0:00:25.474710,89
0:00:25.517854,90
0:00:25.552697,91
0:00:25.620637,92
0:00:25.693736,93
0:00:25.699804,94
0:00:25.753916,95
0:00:25.806534,96
0:00:25.918201,97
0:00:25.955497,98
0:00:25.997347,99
0:00:26.072276,100
0:00:26.073131,101
0:00:26.113630,102
0:00:26.168664,103
0:00:26.190509,104
0:00:26.199850,105
0:00:26.204658,106
0:00:26.213326,107
0:00:26.230160,108
0:00:26.274272,109
0:00:26.321269,110
0:00:26.325804,111
0:00:26.397103,112
0:00:26.439854,113
0:00:26.467050,114
0:00:26.490490,115
0:00:26.511223,116
0:00:26.588216,117
0:00:26.589946,118
0:00:26.596382,119
0:00:26.722838,120
0:00:26.727928,121
0:00:26.760544,122
0:00:26.890045,123
0:00:26.932417,124
0:00:26.934187,125
0:00:27.009342,126
0:00:27.040681,127
0:00:27.042528,128
0:00:27.139195,129
0:00:27.205474,130
0:00:27.217786,131
0:00:27.227628,132
0:00:27.256657,133
0:00:27.262218,134
0:00:27.328609,135
0:00:27.339340,136
0:00:27.478601,137
0:00:27.479792,138
0:00:27.494587,139
0:00:27.515006,140
0:00:27.520811,141
0:00:27.620291,142
0:00:27.637451,143
0:00:27.659839,144
0:00:27.744024,145
0:00:27.777474,146
0:00:27.851750,147
0:00:27.895319,148
0:00:27.912592,149
0:00:27.952730,150
0:00:27.964959,151
0:00:27.976573,152
0:00:27.992318,153
0:00:28.042557,154
0:00:28.062058,155
0:00:28.092508,156
0:00:28.136233,157
0:00:28.141541,158
0:00:28.193253,159
0:00:28.207156,160
0:00:28.222331,161
0:00:28.222492,162
0:00:28.230563,163
0:00:28.250769,164
0:00:28.280001,165
0:00:28.282218,166
0:00:28.304992,167
0:00:28.323960,168
0:00:28.340582,169
0:00:28.440297,170
0:00:28.515259,171
0:00:28.515866,172
0:00:28.530022,173
0:00:28.553713,174
0:00:28.603261,175
0:00:28.611597,176
0:00:28.613714,177
0:00:28.669250,178
0:00:28.750953,179
0:00:28.793587,180
0:00:28.806452,181
0:00:28.858734,182
0:00:28.876320,183
0:00:28.915127,184
0:00:28.946930,185
0:00:28.950061,186
0:00:29.025155,187
0:00:29.091319,188
0:00:29.098310,189
0:00:29.105009,190
0:00:29.174549,191
0:00:29.194650,192
0:00:29.205894,193
0:00:29.206329,194
0:00:29.236428,195
0:00:29.447198,196
0:00:29.598259,197
0:00:29.609133,198
0:00:30.036052,199
0:00:30.040232,200
0:00:30.072916,201
0:00:30.113756,202
0:00:30.257596,203
0:00:30.309235,204
0:00:30.419476,205
0:00:30.426530,206
0:00:30.441315,207
0:00:30.446190,208
0:00:30.530276,209
0:00:30.540866,210
0:00:30.611707,211
0:00:30.804034,212
0:00:30.869212,213
0:00:30.906712,214
0:00:31.057257,215
0:00:31.144531,216
0:00:31.328846,217
0:00:31.397587,218
0:00:31.455712,219
0:00:31.489266,220
0:00:31.528076,221
0:00:31.581379,222
0:00:31.610871,223
0:00:31.880036,224
0:00:32.001284,225
0:00:32.305625,226
0:00:32.359733,227
0:00:32.919411,228
0:00:33.087598,229
0:00:33.663504,230
0:00:33.785435,231
0:00:34.150846,232
0:00:34.363754,233
0:00:34.404873,234
0:00:34.465546,235
0:00:37.657503,236
